seed_defensive_op,func_name,var,security_sensitive_operation,security_sensitive_behavior,defensive_behavior
of_node_put,rsnd_src_probe,node,rsnd_src_of_node,"When rsnd_src_of_node retrieves the device_node for node, it creates a memory leak risk because failing to release the reference to the node leads to unfreed memory.",The of_node_put is executed after the use of node to prevent memory leaks by releasing the reference to the device_node.
of_node_put,rsnd_dvc_probe,node,rsnd_dvc_of_node,"When rsnd_dvc_of_node retrieves the device node into node, it creates a risk of memory leak because failing to release the reference to the node can lead to resource exhaustion.",The of_node_put is executed after the use of node to prevent memory leaks by releasing the reference to the device node.
of_node_put,update_pci_dma_nodes,dn,copy_property,"When copy_property copies properties from dn, it creates a memory leak risk because dn is not released if copy_property fails.",The of_node_put is executed in the error path after copy_property fails to prevent memory leaks by releasing the reference to dn.
of_node_put,populate_attr_groups,opal,of_find_node_by_path,"When of_find_node_by_path retrieves opal, it creates a use-after-free risk because failing to release the reference to the device node can lead to accessing freed memory.",The of_node_put is executed after processing the child nodes to prevent use-after-free vulnerabilities by decrementing the reference count of opal.
of_node_put,stfcamss_of_parse_ports,node,for_each_endpoint_of_node,"When for_each_endpoint_of_node retrieves the node, it creates a risk of memory leak because the node reference is not released if an error occurs later in the function.",The of_node_put is executed in the error cleanup path to prevent memory leaks by releasing the node reference before function exit.
of_node_put,imx_pcie_add_lut_by_rid,target,of_map_id,"When of_map_id is called on dev->of_node with rid, it creates a risk of memory leak because the target variable may reference a device node that needs to be released.",The of_node_put is executed after checking if target is not NULL to prevent memory leaks by releasing the reference to the device node.
of_node_put,probe_port_store,eth_dn,ehea_get_eth_dn,"When ehea_get_eth_dn retrieves eth_dn, it creates a memory leak risk because failing to release the reference to eth_dn leads to unfreed memory.",The of_node_put is executed in the error path after ehea_add_adapter_mr fails to prevent memory leaks by releasing the reference to eth_dn.
of_node_put,dlpar_hp_dt_add,np,get_device_node_with_drc_info,"When get_device_node_with_drc_info(index) assigns to np, it creates a use-after-free risk because np may reference a device node that is not properly managed if not released correctly.",The of_node_put is executed in the cleanup section to prevent memory leaks by releasing the reference to the device node np.
of_node_put,its_v5_pci_msi_prepare,msi_node,pci_msi_map_rid_ctlr_node,"When pci_msi_map_rid_ctlr_node allocates msi_node, it creates a memory leak risk because failure to release the reference leads to resource exhaustion.",The of_node_put is executed in the cleanup section to prevent memory leaks by releasing the reference to msi_node.
of_node_put,usbport_trig_port_observed,port_np,usb_of_get_device_node,"When usb_of_get_device_node is called on usb_dev, it creates a reference counting risk because the returned port_np may require a balanced release to prevent memory leaks.",The of_node_put is executed after using port_np to prevent memory leaks by releasing the reference to the device node.
of_node_put,iproc_pcie_msi_enable,msi_node,of_msi_xlate,"When of_msi_xlate retrieves the msi_node, it creates a risk of memory leak because failing to release the reference to msi_node can lead to unfreed memory.",The of_node_put is executed in the cleanup section to prevent memory leaks by releasing the reference to msi_node before function exit.
of_node_put,gic_populate_ppi_partitions,cpu_node,of_find_node_by_phandle,"When of_find_node_by_phandle(cpu_phandle) retrieves cpu_node, it creates use-after-free risk because cpu_node may be released elsewhere without proper reference counting.",The of_node_put is executed when cpu is less than 0 to prevent use-after-free vulnerabilities by decrementing the reference count of cpu_node.
of_node_put,pseries_root_bridge_prepare,pdn,of_property_read_u32_array,"When of_property_read_u32_array reads properties from pdn, it creates a risk of use-after-free because pdn may be released or invalidated if not properly managed.",The of_node_put is executed after the loop to prevent use-after-free vulnerabilities by decrementing the reference count of pdn.
of_node_put,rsnd_ssi_probe,node,rsnd_ssi_of_node,"When rsnd_ssi_of_node retrieves the device_node for node, it creates a use-after-free risk because the node may be released elsewhere without proper reference counting.",The of_node_put is executed after using node to prevent use-after-free vulnerabilities by decrementing the reference count of the device_node.
of_node_put,snd_soc_find_usb_ctx,node,snd_soc_usb_ctx_lookup,"When snd_soc_usb_ctx_lookup(node) is called, it creates a use-after-free risk because the node may be released without proper reference counting if not handled correctly.",The of_node_put is executed after snd_soc_usb_ctx_lookup(node) to prevent use-after-free vulnerabilities by decrementing the reference count of the node.
of_node_put,qe_get_brg_clk,qe,qe_get_device_node,"When qe_get_device_node() assigns to qe, it creates a risk of memory leak because the reference to the device node may not be released properly if not handled correctly.",The of_node_put is executed in cleanup sections to prevent memory leaks by releasing the reference to the device node qe.
of_node_put,omap_dss_find_output_by_port_node,src_node,dss_of_port_get_parent_device,"When dss_of_port_get_parent_device is called on port, it creates a memory leak risk because the returned src_node needs to be released to avoid holding onto a reference unnecessarily.",The of_node_put is executed after obtaining src_node to prevent memory leaks by releasing the reference to the device node.
of_node_put,machine_setup,eth,of_find_compatible_node,"When of_find_compatible_node retrieves a reference to eth, it creates a reference counting risk because failing to release the reference can lead to a memory leak.",The of_node_put is executed after update_local_mac(eth) to prevent memory leaks by releasing the reference to eth.
of_node_put,cvm_oct_node_for_port,ni,cvm_oct_of_get_child,"When cvm_oct_of_get_child retrieves ni, it creates a reference counting risk because failing to release the reference can lead to a memory leak.",The of_node_put is executed in cleanup sections to prevent memory leaks by releasing the reference to ni.
of_node_put,rsnd_parse_connect_ssiu,node,rsnd_ssiu_of_node,"When rsnd_ssiu_of_node retrieves the device_node *node, it creates a risk of memory leak because failing to release the reference to the node can lead to resource exhaustion.",The of_node_put is executed after using the node to prevent memory leaks by releasing the reference to the device_node.
of_node_put,sii8620_extcon_init,muic,of_get_next_parent,"When of_get_next_parent retrieves the parent node for muic, it creates a risk of use-after-free because if muic is not properly released, it may lead to accessing freed memory.",The of_node_put is executed after the use of muic to prevent use-after-free vulnerabilities by decrementing the reference count of the node.
of_node_put,imx8qxp_pxl2dpi_set_pixel_link_sel,ep,imx8qxp_pxl2dpi_get_available_ep_from_port,"When imx8qxp_pxl2dpi_get_available_ep_from_port acquires ep, it creates a use-after-free risk because the reference to the device node may not be properly released if not handled correctly.",The of_node_put is executed after the use of ep to prevent memory leaks by releasing the reference to the device node.
of_node_put,rcar_drif_probe,np,rcar_drif_bond_enabled,"When rcar_drif_bond_enabled is called with pdev, it creates a risk of use-after-free because the returned device node may be used without proper reference counting.",The of_node_put is executed after using np to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,etnaviv_pdev_probe,first_node,etnaviv_of_first_available_node,"When etnaviv_of_first_available_node() assigns to first_node, it creates a use-after-free risk because first_node may reference a device node that is not properly managed without a corresponding of_node_put.",The of_node_put is executed in the cleanup section to prevent memory leaks by releasing the reference to first_node when it is no longer needed.
of_node_put,is_ppc_trustedboot_enabled,node,get_ppc_fw_sb_node,"When get_ppc_fw_sb_node() assigns to node, it creates a use-after-free risk because node may be released elsewhere without proper reference counting.",The of_node_put is executed after using node to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,of_pci_make_host_bridge_node,np,of_changeset_create_node,"When of_changeset_create_node creates np, it creates a use-after-free risk because np is a reference to a dynamically allocated device node that must be properly managed.",The of_node_put is executed in error paths to prevent use-after-free vulnerabilities by decrementing the reference count of np before the function exits.
of_node_put,testdrv_probe,dn,of_overlay_fdt_apply,"When of_overlay_fdt_apply applies the overlay using dn, it creates a use-after-free risk because dn may be released elsewhere without proper reference counting.",The of_node_put is executed after the use of dn to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,xvip_graph_build_dma,ep,for_each_endpoint_of_node,"When for_each_endpoint_of_node(node, ep) iterates over the device nodes, it creates a use-after-free risk because ep may reference a device node that is no longer valid if not properly managed.",The of_node_put is executed after processing each endpoint to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,rtas_progress,root,of_get_property,"When of_get_property retrieves properties from root, it creates a risk of memory leak because the reference to the device node is not released if not properly handled.",The of_node_put is executed after retrieving properties to prevent memory leaks by releasing the reference to the device node.
of_node_put,uniphier_cache_init,np,__uniphier_cache_init,"When __uniphier_cache_init is called with np, it creates a use-after-free risk because np may be released elsewhere without proper reference counting.",The of_node_put is executed after the use of np to prevent memory leaks by decrementing the reference count of the device node.
of_node_put,tegra124_emc_probe,np,tegra124_emc_find_node_by_ram_code,"When tegra124_emc_find_node_by_ram_code retrieves a device node into np, it creates a use-after-free risk because np may be used after it is released if not properly managed.",The of_node_put is executed when np is no longer needed to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,get_device_node_with_drc_indexes,np,for_each_node_with_property,"When for_each_node_with_property retrieves the device node into np, it creates a memory leak risk because np is not released if an error occurs before reaching the cleanup code.",The of_node_put is executed in error paths to prevent memory leaks by releasing np before function exit.
of_node_put,ap_cpu_clock_probe,dn,of_get_cpu_hwid,"When of_get_cpu_hwid retrieves the hardware ID for dn, it creates a risk of use-after-free because dn may be released before its usage is complete.",The of_node_put is executed after the for_each_of_cpu_node loop to prevent use-after-free vulnerabilities by decrementing the reference count of dn.
of_node_put,tegra20_emc_probe,np,tegra20_emc_find_node_by_ram_code,"When tegra20_emc_find_node_by_ram_code(emc) assigns to np, it creates a use-after-free risk because np may reference a device node that needs to be released later.",The of_node_put is executed after using np to prevent use-after-free vulnerabilities by releasing the reference to the device node.
of_node_put,altera_tse_mdio_create,mdio_node,of_mdiobus_register,"When of_mdiobus_register registers mdio with mdio_node, it creates use-after-free risk because mdio_node may be released elsewhere without proper reference counting.",The of_node_put is executed in the cleanup section to prevent use-after-free vulnerabilities by decrementing the reference count of mdio_node.
of_node_put,rsnd_mix_probe,node,rsnd_mix_of_node,"When rsnd_mix_of_node retrieves the device_node for node, it creates a memory leak risk because failing to release the reference with of_node_put leads to unfreed memory.",The of_node_put is executed after the use of node to prevent memory leaks by releasing the reference to the device_node.
of_node_put,cpr_get_fuse_corner,np,dev_pm_opp_get_of_node,"When dev_pm_opp_get_of_node(opp) assigns to np, it creates a memory leak risk because failing to release the reference to the device node can lead to resource exhaustion.",The of_node_put is executed after using np to prevent memory leaks by releasing the reference to the device node.
of_node_put,graph_util_parse_dai,node,of_graph_get_port_parent,"When of_graph_get_port_parent retrieves the parent node for ep, it creates a risk of use-after-free because if the parent node is released and not properly managed, it may lead to dereferencing a freed pointer.",The of_node_put is executed in the cleanup section to prevent memory leaks by releasing the reference to the node when it is no longer needed.
of_node_put,of_regulator_dev_lookup,node,of_get_regulator,"When of_get_regulator retrieves a device_node for node, it creates a memory leak risk because failing to release the reference with of_node_put leads to unfreed memory.",The of_node_put is executed after the successful retrieval of node to prevent memory leaks by releasing the reference to the device_node.
of_node_put,of_coresight_parse_endpoint,rparent,of_coresight_get_port_parent,"When of_coresight_get_port_parent() assigns rparent, it creates a use-after-free risk because rparent may reference a device node that is not properly managed if not released correctly.",The of_node_put is executed in the cleanup section to prevent use-after-free vulnerabilities by decrementing the reference count of rparent.
of_node_put,check_device_tree,node,of_get_property,"When of_get_property retrieves the board_id from node, it creates use-after-free risk because the node's reference count may not be properly managed if not released after use.",The of_node_put is executed after using node to prevent memory leaks by decrementing the reference count of the device node.
of_node_put,mpc85xx_8259_init,cascade_node,irq_of_parse_and_map,"When irq_of_parse_and_map is called on cascade_node, it creates a use-after-free risk because cascade_node may be released without proper reference counting if not handled correctly.",The of_node_put is executed after using cascade_node to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,xtpg_parse_of,endpoint,of_graph_get_next_port_endpoint,"When of_graph_get_next_port_endpoint retrieves the endpoint from port, it creates a use-after-free risk because the endpoint may be released elsewhere without proper reference counting.",The of_node_put is executed after using endpoint to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,ge_imp3a_pic_init,cascade_node,gef_pic_init,"When gef_pic_init is called with cascade_node, it creates a risk of use-after-free because cascade_node may be released without proper reference counting if not managed correctly.",The of_node_put is executed after gef_pic_init to prevent use-after-free vulnerabilities by decrementing the reference count of cascade_node.
of_node_put,update_usages_of_a_phandle_reference,refnode,__of_find_node_by_full_path,"When __of_find_node_by_full_path() acquires a reference to refnode, it creates a use-after-free risk because failing to release the reference properly can lead to accessing freed memory.",The of_node_put is executed in the cleanup section to prevent use-after-free vulnerabilities by releasing the reference to refnode.
of_node_put,regulator_of_get_init_data,child,regulator_of_get_init_node,"When regulator_of_get_init_node retrieves child, it creates a risk of use-after-free because child may be released elsewhere without proper reference counting.",The of_node_put is executed in the error path to prevent memory leaks by releasing the reference to child before function exit.
of_node_put,get_device_node_with_drc_info,np,of_find_property,"When of_find_property is called on np, it creates a use-after-free risk because np may be released elsewhere without proper reference counting.",The of_node_put is executed after the loop to prevent memory leaks by releasing the reference to np when it is no longer needed.
of_node_put,gicv2m_of_init,child,gicv2m_init_one,"When gicv2m_init_one is called with &child->fwnode, it creates a use-after-free risk because if child is not properly released, it may lead to accessing freed memory.",The of_node_put is executed in error paths to prevent use-after-free vulnerabilities by releasing the reference to child before exiting the function.
of_node_put,rcar_sysc_pd_init_provider,rcar_sysc_onecell_np,of_genpd_add_provider_onecell,"When of_genpd_add_provider_onecell operates on rcar_sysc_onecell_np, it creates a risk of memory leak because if the function fails, the reference to rcar_sysc_onecell_np would not be released.",The of_node_put is executed after of_genpd_add_provider_onecell to prevent memory leaks by releasing the reference to rcar_sysc_onecell_np.
of_node_put,xen_grant_init_backend_domid,np,xen_dt_get_node,"When xen_dt_get_node retrieves the device node np, it creates a use-after-free risk because np may be released elsewhere without proper reference counting.",The of_node_put is executed in the cleanup section to prevent memory leaks by decrementing the reference count of np.
of_node_put,scpsys_get_bus_protection_legacy,node,scpsys_get_legacy_regmap,"When scpsys_get_legacy_regmap retrieves a device node into node, it creates a memory leak risk because failing to release the reference to the node leads to unfreed memory.",The of_node_put is executed after retrieving the node to prevent memory leaks by releasing the reference to the node.
of_node_put,rzg2l_du_encoders_init,ep_node,of_graph_parse_endpoint,"When of_graph_parse_endpoint operates on ep_node, it creates a use-after-free risk because ep_node may be released elsewhere without proper reference counting.",The of_node_put is executed after processing ep_node to prevent memory leaks by decrementing the reference count of the device node.
of_node_put,vc4_hvs_bind,node,rpi_firmware_get,"When rpi_firmware_get(node) is called, it creates a use-after-free risk because if node is not properly managed, it may lead to dereferencing a freed object.",The of_node_put is executed after rpi_firmware_get(node) to prevent use-after-free vulnerabilities by decrementing the reference count of node.
of_node_put,rsnd_ctu_probe,node,rsnd_ctu_of_node,"When rsnd_ctu_of_node retrieves the device_node for node, it creates a memory leak risk because failing to release the reference to the node leads to unfreed memory.",The of_node_put is executed after using node to prevent memory leaks by releasing the reference to the device_node.
of_node_put,__of_node_dup,node,kzalloc,"When kzalloc allocates memory for node, it creates memory leak risk because failure to release the allocated memory leads to resource exhaustion.",The of_node_put is executed in cleanup sections to prevent memory leaks by releasing the node before function exit.
of_node_put,setup_rstcr,np,of_iomap,"When of_iomap(np, 0) accesses the device node, it creates a use-after-free risk because if np is released before its use, it may lead to dereferencing a freed pointer.",The of_node_put is executed after the use of np to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,fsi_i2c_probe,np,fsi_i2c_find_port_of_node,"When fsi_i2c_find_port_of_node is called with dev->of_node and port_no, it creates a risk of use-after-free because the returned pointer np may reference a device node that is no longer valid if not properly managed.",The of_node_put is executed after using np to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,tegra_clk_dev_register,np,tegra_clk_get_of_node,"When tegra_clk_get_of_node(hw) assigns np, it creates a risk of memory leak because if np is not properly released, it may lead to resource exhaustion.",The of_node_put is executed in error paths to prevent memory leaks by releasing np before function exit.
of_node_put,msi_quota_for_device,pe_dn,find_pe_total_msi,"When find_pe_total_msi retrieves pe_dn, it creates a risk of use-after-free because pe_dn may be used later without proper reference counting.",The of_node_put is executed in the cleanup section to prevent memory leaks by decrementing the reference count of pe_dn.
of_node_put,efifb_add_links,sup_np,find_pci_overlap_node,"When find_pci_overlap_node() assigns to sup_np, it creates a risk of use-after-free because sup_np may reference a device node that is not properly managed if not released correctly.",The of_node_put is executed after fwnode_link_add to prevent memory leak by releasing the reference to sup_np.
of_node_put,mchp_sparx5_probe,portnp,of_get_child_by_name,"When of_get_child_by_name retrieves portnp, it creates a use-after-free risk because the reference to the device node may be invalidated if not properly managed.",The of_node_put is executed in the cleanup section to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,thermal_of_zone_register,np,of_thermal_zone_find,"When of_thermal_zone_find(sensor, id) assigns to np, it creates a risk of use-after-free because np may be an invalid pointer if the function returns an error.",The of_node_put is executed in the error path after thermal_of_trips_init fails to prevent memory leaks by releasing the reference to np.
of_node_put,tc358775_parse_dt,remote,of_graph_get_remote_endpoint,"When of_graph_get_remote_endpoint retrieves the remote endpoint for endpoint, it creates a use-after-free risk because the remote variable may be used after its reference count is not properly managed.",The of_node_put is executed after using remote to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,cpg_mstp_pd_init_provider,cpg_mstp_pd_np,of_genpd_add_provider_simple,"When of_genpd_add_provider_simple is called with cpg_mstp_pd_np, it creates a risk of memory leak because the function may increase the reference count of cpg_mstp_pd_np without a corresponding release if an error occurs later.",The of_node_put is executed in the cleanup section to prevent memory leaks by decrementing the reference count of cpg_mstp_pd_np.
of_node_put,do_subsidiary_caches,subcache_node,cache_lookup_or_instantiate,"When cache_lookup_or_instantiate is called with subcache_node, it creates a use-after-free risk because subcache_node may be released elsewhere without proper reference counting.",The of_node_put is executed after using subcache_node to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,genpd_iterate_idle_states,np,genpd_parse_state,"When genpd_parse_state parses state with np, it creates use-after-free risk because np may be released elsewhere without proper reference counting.",The of_node_put is executed after using np to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,pnv_php_register_slot,dn,pnv_php_find_slot,"When pnv_php_find_slot is called with dn, it creates a risk of memory leak because the reference count of the device node is incremented and not properly decremented if not handled correctly.",The of_node_put is executed when the condition of not finding a PCI device node is met to prevent memory leaks by decrementing the reference count of dn.
of_node_put,tegra30_emc_probe,np,emc_find_node_by_ram_code,"When emc_find_node_by_ram_code(emc) assigns to np, it creates a risk of use-after-free because np may point to a resource that needs to be released later.",The of_node_put is executed after using np to prevent use-after-free by releasing the reference to the device node.
of_node_put,tegra_vi_graph_parse_one,node,of_fwnode_handle,"When of_fwnode_handle(node) operates on node, it creates a reference counting risk because failing to balance the reference count can lead to memory leaks or use-after-free vulnerabilities.",The of_node_put is executed after processing the node to prevent memory leaks by decrementing the reference count of the device node.
of_node_put,arm_smmu_register_legacy_master,np,A,N/A (external origin),N/A (external origin)
of_node_put,meson_card_parse_daifmt,bitclkmaster,snd_soc_daifmt_parse_clock_provider_as_phandle,"When snd_soc_daifmt_parse_clock_provider_as_phandle is called on bitclkmaster, it creates a risk of use-after-free because bitclkmaster may be assigned a pointer to a device node that needs to be released later.",The of_node_put is executed after the use of bitclkmaster to prevent memory leaks by releasing the reference to the device node.
of_node_put,hot_add_node_scn_to_nid,memory,of_address_to_resource,"When of_address_to_resource is called on memory, it creates a risk of memory leak because if the reference count is not decremented, the memory may not be released properly.",The of_node_put is executed after the loop to prevent memory leaks by decrementing the reference count of memory.
of_node_put,pseries_cpuhp_detach_nodes,dn,of_changeset_detach_node,"When of_changeset_detach_node is called on dn, it creates a use-after-free risk because dn may be released without proper reference counting if not handled correctly.",The of_node_put is executed when pseries_cpuhp_cache_use_count(dn) > 1 to prevent use-after-free by decrementing the reference count of dn.
of_node_put,probe_store,dn,ibmebus_create_device,"When ibmebus_create_device creates a device using dn, it creates a memory leak risk because dn is not released if the function exits without calling of_node_put.",The of_node_put is executed in the cleanup section to prevent memory leaks by releasing the reference to dn after it is no longer needed.
of_node_put,of_translate_dma_address,host,__of_translate_address,"When __of_translate_address allocates memory for host, it creates memory leak risk because failure to release the reference leads to resource exhaustion.",The of_node_put is executed when host is not NULL to prevent memory leaks by releasing the reference to the device_node.
of_node_put,dup_and_fixup_symbol_prop,fragment_node,__of_find_node_by_path,"When __of_find_node_by_path retrieves fragment_node, it creates a use-after-free risk because fragment_node may be released elsewhere without proper reference counting.",The of_node_put is executed after using fragment_node to prevent use-after-free vulnerabilities by decrementing the reference count of the device node.
of_node_put,dlpar_add_slot,dn,find_dlpar_node,"When find_dlpar_node retrieves a device_node for dn, it creates a use-after-free risk because dn may be used after its reference count is decremented without proper management.",The of_node_put is executed in the cleanup section to prevent memory leaks by decrementing the reference count of dn before exiting the function.
of_node_put,setup_hifcpubiuctrl_regs,syscon_np,of_parse_phandle,"When of_parse_phandle is called on np, it creates a use-after-free risk because syscon_np may be used after it is released if not properly managed.",The of_node_put is executed in the cleanup section to prevent use-after-free vulnerabilities by releasing the reference to syscon_np.
of_node_put,lp55xx_of_populate_pdata,child,lp55xx_parse_logical_led,"When lp55xx_parse_logical_led is called with child, it creates a use-after-free risk because child may be released without proper reference counting if an error occurs during parsing.",The of_node_put is executed in the error path of the for_each_available_child_of_node loop to prevent use-after-free vulnerabilities by decrementing the reference count of child.
of_node_put,of_pci_make_dev_node,np,of_changeset_create_node,"When of_changeset_create_node creates np, it creates a use-after-free risk because np may be used after it is released if not properly managed.",The of_node_put is executed in the cleanup section to prevent use-after-free vulnerabilities by decrementing the reference count of np.
of_node_put,of_get_coresight_platform_data,ep,for_each_endpoint_of_node,"When for_each_endpoint_of_node iterates over parent, it creates use-after-free risk because ep may reference a device node that is not properly managed without a corresponding of_node_put.",The of_node_put is executed in the cleanup section to prevent memory leaks by releasing the reference to the device node ep.
of_node_put,dt_init_idle_driver,state_node,of_get_cpu_state_node,"When of_get_cpu_state_node retrieves state_node, it creates a risk of memory leak because the allocated device node must be released to avoid resource exhaustion.",The of_node_put is executed after using state_node to prevent memory leaks by releasing the reference to the device node.
clk_put,am33xx_pm_rtc_setup,rtc_fck,of_clk_get_by_name,"When of_clk_get_by_name acquires a clock reference for rtc_fck, it creates memory/resource leak risk because the clock reference must be balanced with a release.",The clk_put is executed in error/cleanup paths to prevent resource leaks by releasing the clock reference before function exit.
clk_put,clk_mux_notifier_set_parent_test,new_parent,clk_hw_get_clk,"When clk_hw_get_clk acquires a reference on new_parent, it creates a reference leak risk because the acquired reference must be balanced to prevent resource exhaustion.",The clk_put is executed in error paths or cleanup sections to prevent reference leaks by releasing the reference on new_parent before function exit.
clk_put,mps2_clockevent_init,clk,of_clk_get,"When of_clk_get acquires a reference to clk, it creates a reference leak risk because the caller must release the reference to prevent resource exhaustion.","The clk_put is executed in error paths (e.g., after clk_prepare_enable fails) to prevent reference leaks by releasing the acquired clock reference."
clk_put,armada_xp_pmsu_cpufreq_init,clk,clk_get,"When clk_get acquires a clock reference for clk, it creates reference leak risk because failure to release the reference leads to resource exhaustion.",The clk_put is executed in error paths and normal cleanup to prevent reference leaks by releasing the clk reference before function exit.
clk_put,of_clk_get_parent_name,clk,of_clk_get_from_provider,"When of_clk_get_from_provider acquires a reference on clk, it creates reference leak risk because failure to release the reference leads to clock resource exhaustion.",The clk_put is executed in error paths and before function returns to prevent reference leaks by releasing the acquired clk reference.
clk_put,spear6xx_timer_init,gpt_clk,clk_get_sys,"When clk_get_sys acquires gpt_clk, it creates reference leak risk because failure to release the clock reference leads to resource exhaustion.",The clk_put is executed in error paths and normal exit to prevent reference leaks by releasing the acquired clock reference.
clk_put,nmk_gpio_populate_chip,clk,clk_get_optional,"When clk_get_optional acquires clk on gpio_dev, it creates reference leak risk because it increments the clock's reference count that must be balanced.",The clk_put is executed in error paths after clk_unprepare to prevent reference leaks by releasing the acquired clock reference.
clk_put,j721e_calculate_rate_range,pll,clk_get_parent,"When clk_get_parent obtains a reference to pll, it creates reference leak risk because clk_get_parent increments the clock's reference count that must be balanced.",The clk_put is executed after clk_get_rate in the success path to prevent reference leaks by decrementing the reference count acquired by clk_get_parent.
clk_put,plat_time_init,clk,of_clk_get,"When of_clk_get acquires a clock reference for clk, it creates reference leak risk because failure to release the reference leads to resource exhaustion.",The clk_put is executed in error paths and before function exit to prevent reference leaks by releasing the acquired clock reference.
clk_put,davinci_psc_genpd_attach_dev,clk,clk_get_sys,"When clk_get_sys acquires a clock reference on clk, it creates memory leak risk because failure to release the reference leads to resource exhaustion.",The clk_put is executed in error paths (fail_clk_put label) to prevent memory leaks by releasing the clock reference before function exit.
clk_put,propagate_rate,clkp,clk_get_sys,"When clk_get_sys acquires a reference to clkp, it creates a reference leak risk because failure to release the reference leads to resource exhaustion.",The clk_put is executed in error paths or before function exit to prevent reference leaks by releasing the acquired reference on clkp.
clk_put,_add_clkdev,r,clk_get_sys,"When clk_get_sys acquires a clock reference for r, it creates reference leak risk because clk_get_sys increments the clock's reference count.",The clk_put is executed when clk_get_sys successfully returns a valid clock pointer to prevent reference leaks by decrementing the reference count before returning.
null-ptr-check,nfsd4_cltrack_grace_start,result,kmalloc,"When kmalloc allocates memory for result, it creates null pointer dereference risk because result may be NULL if memory allocation fails.",The null-ptr-check is executed after the kmalloc call to prevent null pointer dereference by returning early if result is NULL.
null-ptr-check,esw_master_egress_create_resources,flow_group_in,kvzalloc,"When kvzalloc allocates memory for flow_group_in, it creates null pointer dereference risk because kvzalloc may return NULL on allocation failure.",The null-ptr-check is executed after the allocation to prevent null pointer dereference by returning -ENOMEM if flow_group_in is NULL.
null-ptr-check,dcn21_hubbub_create,hubbub,kzalloc,"When kzalloc allocates memory for hubbub, it creates null pointer dereference risk because kzalloc may return NULL if memory allocation fails.",The null-ptr-check is executed immediately after allocation to prevent null pointer dereference by returning NULL if hubbub is NULL.
null-ptr-check,rtw_nlo_info_get,skb,alloc_skb,"When alloc_skb allocates memory for skb, it creates null pointer dereference risk because alloc_skb may return NULL if memory allocation fails.",The null-ptr-check is executed after skb allocation to prevent null pointer dereference by returning NULL if skb is not allocated.
null-ptr-check,gpiochip_apply_reserved_ranges,ranges,kmalloc_array,"When kmalloc_array allocates memory for ranges, it creates null pointer dereference risk because if the allocation fails, ranges will be NULL.",The null-ptr-check is executed after the allocation to prevent null pointer dereference by returning -ENOMEM if ranges is NULL.
null-ptr-check,ovl_get_index_name_fh,n,kcalloc,"When kcalloc allocates memory for n, it creates null pointer dereference risk because kcalloc may return NULL if memory allocation fails.",The null-ptr-check is executed immediately after allocation to prevent null pointer dereference by returning -ENOMEM if n is NULL.
null-ptr-check,map_list_push_pop,v,bpf_map_lookup_elem,"When bpf_map_lookup_elem retrieves a pointer for v, it creates null dereference risk because bpf_map_lookup_elem may return NULL if the element is not found.",The null-ptr-check is executed after the lookup to prevent null pointer dereference by returning early if v is NULL.
null-ptr-check,devm_extcon_dev_register,ptr,devres_alloc,"When devres_alloc allocates memory for ptr, it creates null pointer dereference risk because devres_alloc may return NULL on failure.",The null-ptr-check is executed immediately after allocation to prevent null pointer dereference by returning -ENOMEM if ptr is NULL.
null-ptr-check,gtp_tunnel_notify,msg,nlmsg_new,"When nlmsg_new allocates memory for msg, it creates null pointer dereference risk because nlmsg_new may return NULL on allocation failure.",The null-ptr-check is executed after the allocation to prevent null pointer dereference by returning -ENOMEM if msg is NULL.
null-ptr-check,exynos_chipid_probe,drv_data,of_device_get_match_data,"When of_device_get_match_data() retrieves drv_data, it creates null dereference risk because drv_data may be NULL if no matching device data is found.",The null-ptr-check is executed after drv_data assignment to prevent null pointer dereference by returning -EINVAL if drv_data is NULL.
null-ptr-check,btrfs_uuid_tree_lookup,path,btrfs_alloc_path,"When btrfs_alloc_path allocates memory for path, it creates null pointer dereference risk because failure to allocate memory may result in path being NULL.",The null-ptr-check is executed after the allocation to prevent null pointer dereference by returning -ENOMEM if path is NULL.
null-ptr-check,mhi_ep_send_state_change_event,event,kmem_cache_zalloc,"When kmem_cache_zalloc allocates memory for event, it creates null pointer dereference risk because event may be NULL if memory allocation fails.",The null-ptr-check is executed after the allocation to prevent null pointer dereference by returning -ENOMEM if event is NULL.
