sample_index,seed_defensive_op,func_name,var,security_sensitive_operation,sample_reason,source_kind,source_reference,code_excerpt
114,of_node_put,p1022_ds_probe,codec_np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int p1022_ds_probe(struct platform_device *pdev) { struct device *dev = pdev->dev.parent; /* ssi_pdev is the platform device for the SSI node that probed us */ struct platfo
115,of_node_put,devm_usb_get_phy_by_phandle,node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"struct usb_phy *devm_usb_get_phy_by_phandle(struct device *dev, const char *phandle, u8 index) { struct device_node *node; struct usb_phy *phy; if (!dev->of_node) { dev_dbg(dev, ""d"
116,of_node_put,qcom_smd_parse_edge,syscon_np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int qcom_smd_parse_edge(struct device *dev, struct device_node *node, struct qcom_smd_edge *edge) { struct device_node *syscon_np; const char *key; int irq; int ret; INIT_LI"
117,of_node_put,tumbler_find_device,node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static long tumbler_find_device(const char *device, const char *platform, struct pmac_gpio *gp, int is_compatible) { struct device_node *node; const u32 *base; u32 addr; long ret; "
118,of_node_put,max8971_probe,extcon,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int max8971_probe(struct i2c_client *client) { struct device *dev = &client->dev; struct max8971_data *priv; struct device_node *extcon; struct power_supply_config cfg = { }
119,of_node_put,imx_icc_node_init_qos,dn,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int imx_icc_node_init_qos(struct icc_provider *provider, struct icc_node *node) { struct imx_icc_node *node_data = node->data; const struct imx_icc_node_adj_desc *adj = node"
120,of_node_put,kmb_probe,dsi_in,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int kmb_probe(struct platform_device *pdev) { struct device *dev = get_device(&pdev->dev); struct kmb_drm_private *kmb; int ret = 0; struct device_node *dsi_in; struct devic
121,of_node_put,a5psw_pcs_get,pcs_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int a5psw_pcs_get(struct a5psw *a5psw) { struct device_node *ports, *port, *pcs_node; struct phylink_pcs *pcs; int ret; u32 reg; ports = of_get_child_by_name(a5psw->dev->of_"
122,of_node_put,tegra_xusb_add_hsic_port,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int tegra_xusb_add_hsic_port(struct tegra_xusb_padctl *padctl, unsigned int index) { struct tegra_xusb_hsic_port *hsic; struct device_node *np; int err = 0; np = tegra_xusb_"
123,of_node_put,as3711_backlight_parse_dt,fb,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int as3711_backlight_parse_dt(struct device *dev) { struct as3711_bl_pdata *pdata = dev_get_platdata(dev); struct device_node *bl, *fb; int ret; bl = of_get_child_by_name(de"
124,of_node_put,emac_wait_deps,deps[i].node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int emac_wait_deps(struct emac_instance *dev) { struct emac_depentry deps[EMAC_DEP_COUNT]; int i, err; memset(&deps, 0, sizeof(deps)); deps[EMAC_DEP_MAL_IDX].phandle = dev->"
125,of_node_put,of_dma_set_restricted_buffer,it.node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static void of_dma_set_restricted_buffer(struct device *dev, struct device_node *np) { struct device_node *of_node = dev->of_node; struct of_phandle_iterator it; int rc, i = 0; if "
126,of_node_put,lt9611uxc_probe,lt9611uxc->dsi1_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int lt9611uxc_probe(struct i2c_client *client) { struct lt9611uxc *lt9611uxc; struct device *dev = &client->dev; int ret; bool fw_updated = false; if (!i2c_check_functionali
127,of_node_put,asoc_qcom_lpass_cpu_platform_probe,dsp_of_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,int asoc_qcom_lpass_cpu_platform_probe(struct platform_device *pdev) { struct lpass_data *drvdata; struct device_node *dsp_of_node; struct resource *res; const struct lpass_variant
128,of_node_put,drm_aux_bridge_register,adev->dev.of_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"int drm_aux_bridge_register(struct device *parent) { struct auxiliary_device *adev; int ret; adev = kzalloc(sizeof(*adev), GFP_KERNEL); if (!adev) return -ENOMEM; ret = ida_alloc(&"
129,of_node_put,fec_probe,phy_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int fec_probe(struct platform_device *pdev) { struct fec_enet_private *fep; struct fec_platform_data *pdata; phy_interface_t interface; struct net_device *ndev; int i, irq, "
130,of_node_put,mipid02_parse_rx_ep,ep_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int mipid02_parse_rx_ep(struct mipid02_dev *bridge) { struct v4l2_fwnode_endpoint ep = { .bus_type = V4L2_MBUS_CSI2_DPHY }; struct i2c_client *client = bridge->i2c_client; s
131,of_node_put,opal_prd_range_is_valid,node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static bool opal_prd_range_is_valid(uint64_t addr, uint64_t size) { struct device_node *parent, *node; bool found; if (addr + size < addr) return false; parent = of_find_node_by_pa"
132,of_node_put,probe_one_macio,node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static void __init probe_one_macio(const char *name, const char *compat, int type) { struct device_node* node; int i; volatile u32 __iomem *base; const __be32 *addrp; const u32 *re"
133,of_node_put,sun8i_mixer_of_get_id,ep,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int sun8i_mixer_of_get_id(struct device_node *node) { struct device_node *ep, *remote; struct of_endpoint of_ep; /* Output port is 1, and we want the first endpoint. */ ep ="
134,of_node_put,lmh_probe,cpu_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int lmh_probe(struct platform_device *pdev) { struct device *dev = &pdev->dev; struct device_node *np = dev->of_node; struct device_node *cpu_node; struct lmh_hw_data *lmh_d
135,of_node_put,ti_sci_intr_irq_domain_probe,parent_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int ti_sci_intr_irq_domain_probe(struct platform_device *pdev) { struct irq_domain *parent_domain, *domain; struct ti_sci_intr_irq_domain *intr; struct device_node *parent_n"
136,of_node_put,devfreq_event_get_edev_by_phandle,node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"struct devfreq_event_dev *devfreq_event_get_edev_by_phandle(struct device *dev, const char *phandle_name, int index) { struct device_node *node; struct devfreq_event_dev *edev; if "
137,of_node_put,of_parse_coupled_regulator,c_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"struct regulator_dev *of_parse_coupled_regulator(struct regulator_dev *rdev, int index) { struct device_node *node = rdev->dev.of_node; struct device_node *c_node; struct regulator"
138,of_node_put,of_dev_hwmod_lookup,np0,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int of_dev_hwmod_lookup(struct device_node *np, struct omap_hwmod *oh, int *index, struct device_node **found) { struct device_node *np0 = NULL; int res; res = of_dev_find_h"
139,of_node_put,rk3399_dmcfreq_probe,node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int rk3399_dmcfreq_probe(struct platform_device *pdev) { struct arm_smccc_res res; struct device *dev = &pdev->dev; struct device_node *np = pdev->dev.of_node, *node; struct"
140,of_node_put,tvp514x_get_pdata,endpoint,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static struct tvp514x_platform_data * tvp514x_get_pdata(struct i2c_client *client) { struct tvp514x_platform_data *pdata = NULL; struct v4l2_fwnode_endpoint bus_cfg = { .bus_type =
141,of_node_put,nvmem_populate_layout,layout_dn,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,int nvmem_populate_layout(struct nvmem_device *nvmem) { struct device_node *layout_dn; int ret; layout_dn = of_nvmem_layout_get_container(nvmem); if (!layout_dn) return 0; /* Popul
142,of_node_put,mt8173_max98090_dev_probe,codec_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int mt8173_max98090_dev_probe(struct platform_device *pdev) { struct snd_soc_card *card = &mt8173_max98090_card; struct device_node *codec_node, *platform_node; struct snd_s"
143,of_node_put,devm_apple_sart_get,sart_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,struct apple_sart *devm_apple_sart_get(struct device *dev) { struct device_node *sart_node; struct platform_device *sart_pdev; struct apple_sart *sart; sart_node = of_parse_phandle
144,of_node_put,reserve_pio_range,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static __init void reserve_pio_range(void) { struct device_node *np; for_each_node_by_name(np, ""isa"") { struct of_range range; struct of_range_parser parser; pr_info(""ISA Bridge: %"
145,of_node_put,fsl_asoc_get_dma_channel,dma_channel_np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"int fsl_asoc_get_dma_channel(struct device_node *ssi_np, const char *name, struct snd_soc_dai_link *dai, unsigned int *dma_channel_id, unsigned int *dma_id) { struct resource res; "
146,of_node_put,mchp_sparx5_map_syscon,syscon_np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int mchp_sparx5_map_syscon(struct platform_device *pdev, char *name, struct regmap **target) { struct device_node *syscon_np; struct regmap *regmap; int err; syscon_np = of_"
147,of_node_put,drm_of_get_dsi_bus,endpoint,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"struct mipi_dsi_host *drm_of_get_dsi_bus(struct device *dev) { struct mipi_dsi_host *dsi_host; struct device_node *endpoint, *dsi_host_node; /* * Get first endpoint child from devi"
148,of_node_put,airoha_npu_get,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"struct airoha_npu *airoha_npu_get(struct device *dev) { struct platform_device *pdev; struct device_node *np; struct airoha_npu *npu; np = of_parse_phandle(dev->of_node, ""airoha,np"
149,of_node_put,device_set_of_node_from_dev,dev->of_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"void device_set_of_node_from_dev(struct device *dev, const struct device *dev2) { of_node_put(dev->of_node); dev->of_node = of_node_get(dev2->of_node); dev->of_node_reused = true; "
150,of_node_put,of_partition,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,int of_partition(struct parsed_partitions *state) { struct device *ddev = disk_to_dev(state->disk); struct device_node *np; int slot; struct device_node *partitions_np = of_node_ge
151,of_node_put,enetc_get_phc_index,timer_np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int enetc_get_phc_index(struct enetc_si *si) { struct device_node *np = si->pdev->dev.of_node; struct device_node *timer_np; int phc_index; if (!np) return enetc_get_phc_ind
152,of_node_put,nt36523_probe,dsi1,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int nt36523_probe(struct mipi_dsi_device *dsi) { struct device *dev = &dsi->dev; struct device_node *dsi1; struct mipi_dsi_host *dsi1_host; struct panel_info *pinfo; const s
153,of_node_put,hix5hd2_dev_probe,priv->phy_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int hix5hd2_dev_probe(struct platform_device *pdev) { struct device *dev = &pdev->dev; struct device_node *node = dev->of_node; struct net_device *ndev; struct hix5hd2_priv 
154,of_node_put,add_mdp_components,ep_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int add_mdp_components(struct device *master_dev, struct component_match **matchptr) { struct device_node *np = master_dev->of_node; struct device_node *ep_node; for_each_en"
155,of_node_put,integrator_impd1_clk_probe,child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int integrator_impd1_clk_probe(struct platform_device *pdev) { struct device *dev = &pdev->dev; struct device_node *np = dev->of_node; struct device_node *child; int ret = 0
156,of_node_put,venc_probe_of,ep,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int venc_probe_of(struct platform_device *pdev) { struct device_node *node = pdev->dev.of_node; struct device_node *ep; u32 channels; int r; ep = of_graph_get_endpoint_by_re
157,of_node_put,of_coupling_find_node,tmp,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static bool of_coupling_find_node(struct device_node *src, struct device_node *to_find, int *index) { int n_phandles, i; bool found = false; n_phandles = of_count_phandle_with_args"
158,of_node_put,q6v5_wcss_init_mmio,syscon,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int q6v5_wcss_init_mmio(struct q6v5_wcss *wcss, struct platform_device *pdev) { unsigned int halt_reg[MAX_HALT_REG] = {0}; struct device_node *syscon; struct resource *res; "
159,of_node_put,of_mtk_ecc_get,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"struct mtk_ecc *of_mtk_ecc_get(struct device_node *of_node) { struct mtk_ecc *ecc = NULL; struct device_node *np; np = of_parse_phandle(of_node, ""nand-ecc-engine"", 0); /* for backw"
160,of_node_put,adjust_local_phandle_references,overlay_child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int adjust_local_phandle_references(const struct device_node *local_fixups, const struct device_node *overlay, int phandle_delta) { struct device_node *overlay_child; const "
161,of_node_put,emac_dt_phy_probe,phy_handle,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int emac_dt_phy_probe(struct emac_instance *dev) { struct device_node *np = dev->ofdev->dev.of_node; struct device_node *phy_handle; int res = 1; phy_handle = of_parse_phand
162,of_node_put,ast_vhub_of_parse_str_desc,child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int ast_vhub_of_parse_str_desc(struct ast_vhub *vhub, const struct device_node *desc_np) { u32 langid; int ret = 0; int i, offset; const char *str; struct device_node *child"
163,of_node_put,k1_ccu_probe,mpmu,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int k1_ccu_probe(struct platform_device *pdev) { struct regmap *base_regmap, *lock_regmap = NULL; const struct spacemit_ccu_data *data; struct device *dev = &pdev->dev; int "
164,of_node_put,aspeed_vuart_probe,sirq_polarity_sense_args.np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int aspeed_vuart_probe(struct platform_device *pdev) { struct of_phandle_args sirq_polarity_sense_args; struct device *dev = &pdev->dev; struct uart_8250_port port; struct a
165,of_node_put,ssi_probe,child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int ssi_probe(struct platform_device *pd) { struct platform_device *childpdev; struct device_node *np = pd->dev.of_node; struct device_node *child; struct hsi_controller *ss
166,of_node_put,of_clk_get_hw,clkspec.np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"struct clk_hw *of_clk_get_hw(struct device_node *np, int index, const char *con_id) { int ret; struct clk_hw *hw; struct of_phandle_args clkspec; ret = of_parse_clkspec(np, index, "
167,of_node_put,acpm_probe,shmem,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int acpm_probe(struct platform_device *pdev) { const struct acpm_match_data *match_data; struct platform_device *acpm_clk_pdev; struct device *dev = &pdev->dev; struct devic
168,of_node_put,rsnd_parse_tdm_split_mode,node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static void rsnd_parse_tdm_split_mode(struct rsnd_priv *priv, struct rsnd_dai_stream *io, struct device_node *dai_np) { struct device *dev = rsnd_priv_to_dev(priv); struct device_n"
169,of_node_put,microchip_xisc_probe,subdev_entity->epn,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int microchip_xisc_probe(struct platform_device *pdev) { struct device *dev = &pdev->dev; struct isc_device *isc; void __iomem *io_base; struct isc_subdev_entity *subdev_ent
170,of_node_put,knav_queue_init_pdsps,child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int knav_queue_init_pdsps(struct knav_device *kdev, struct device_node *pdsps) { struct device *dev = kdev->dev; struct knav_pdsp_info *pdsp; struct device_node *child; for_"
171,of_node_put,integrator_lm_populate,child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int integrator_lm_populate(int num, struct device *dev) { struct device_node *np = dev->of_node; struct device_node *child; u32 base; int ret; base = INTEGRATOR_AP_EXP_BASE "
172,of_node_put,tegra_pmc_irq_init,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int tegra_pmc_irq_init(struct tegra_pmc *pmc) { struct irq_domain *parent = NULL; struct device_node *np; np = of_irq_find_parent(pmc->dev->of_node); if (np) { parent = irq_
173,of_node_put,ti_msgmgr_queue_rx_irq_req,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int ti_msgmgr_queue_rx_irq_req(struct device *dev, const struct ti_msgmgr_desc *d, struct ti_queue_inst *qinst, struct mbox_chan *chan) { int ret = 0; char of_rx_irq_name[7]"
174,of_node_put,uniphier_gpio_probe,parent_np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int uniphier_gpio_probe(struct platform_device *pdev) { struct device *dev = &pdev->dev; struct device_node *parent_np; struct irq_domain *parent_domain; struct uniphier_gpi
175,of_node_put,smp2p_parse_ipc,syscon,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int smp2p_parse_ipc(struct qcom_smp2p *smp2p) { struct device_node *syscon; struct device *dev = smp2p->dev; const char *key; int ret; syscon = of_parse_phandle(dev->of_node
176,of_node_put,sun8i_dw_hdmi_find_possible_crtcs,remote_port,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static u32 sun8i_dw_hdmi_find_possible_crtcs(struct drm_device *drm, struct device_node *node) { struct device_node *port, *ep, *remote, *remote_port; u32 crtcs = 0; remote = of_gr"
177,of_node_put,__of_mdiobus_register,child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"int __of_mdiobus_register(struct mii_bus *mdio, struct device_node *np, struct module *owner) { struct device_node *child; bool scanphys = false; int addr, rc; if (!np) return __md"
178,of_node_put,g5_pm72_cpufreq_init,hwclock,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int __init g5_pm72_cpufreq_init(struct device_node *cpunode) { struct device_node *cpuid = NULL, *hwclock = NULL; const u8 *eeprom = NULL; const u32 *valp; u64 max_freq, min"
179,of_node_put,usb_of_get_companion_dev,node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"struct device *usb_of_get_companion_dev(struct device *dev) { struct device_node *node; struct platform_device *pdev = NULL; node = of_parse_phandle(dev->of_node, ""companion"", 0); "
180,of_node_put,lmk04832_probe,child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int lmk04832_probe(struct spi_device *spi) { const struct lmk04832_device_info *info; int rdbk_pin = RDBK_CLKIN_SEL1; struct device_node *child; struct lmk04832 *lmk; u8 tmp
181,of_node_put,of_numa_parse_memory_nodes,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int __init of_numa_parse_memory_nodes(void) { struct device_node *np = NULL; struct resource rsrc; u32 nid; int i, r = -EINVAL; for_each_node_by_type(np, ""memory"") { r = of_"
182,of_node_put,cv1800_dmamux_route_allocate,dma_spec->np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static void *cv1800_dmamux_route_allocate(struct of_phandle_args *dma_spec, struct of_dma *ofdma) { struct platform_device *pdev = of_find_device_by_node(ofdma->of_node); struct cv"
183,of_node_put,tc_mipi_dsi_host_attach,host_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int tc_mipi_dsi_host_attach(struct tc_data *tc) { struct device *dev = tc->dev; struct device_node *host_node; struct device_node *endpoint; struct mipi_dsi_device *dsi; str
184,of_node_put,exynos_icc_get_parent,args.np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static struct icc_node *exynos_icc_get_parent(struct device_node *np) { struct of_phandle_args args; struct icc_node_data *icc_node_data; struct icc_node *icc_node; int num, ret; n"
185,of_node_put,lvds_codec_probe,panel_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int lvds_codec_probe(struct platform_device *pdev) { struct device *dev = &pdev->dev; struct device_node *panel_node; struct device_node *bus_node; struct drm_panel *panel; 
186,of_node_put,eic7700_init,args.np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int eic7700_init(struct device *dev, struct sdhci_host *host, struct dwcmshc_priv *dwc_priv) { u32 emmc_caps = MMC_CAP2_NO_SD | MMC_CAP2_NO_SDIO; unsigned int val, hsp_int_s"
187,of_node_put,knav_queue_setup_regions,child,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int knav_queue_setup_regions(struct knav_device *kdev, struct device_node *node) { struct device *dev = kdev->dev; struct device_node *regions __free(device_node) = of_get_c"
188,of_node_put,temac_probe,dma_np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int temac_probe(struct platform_device *pdev) { struct ll_temac_platform_data *pdata = dev_get_platdata(&pdev->dev); struct device_node *temac_np = dev_of_node(&pdev->dev), "
189,of_node_put,j721e_soc_probe_cpb,codec_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int j721e_soc_probe_cpb(struct j721e_priv *priv, int *link_idx, int *conf_idx) { struct device_node *node = priv->dev->of_node; struct snd_soc_dai_link_component *compnent; "
190,of_node_put,omapdss_device_init_output,remote_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"int omapdss_device_init_output(struct omap_dss_device *out, struct drm_bridge *local_bridge) { struct device_node *remote_node; int ret; remote_node = of_graph_get_remote_node(out-"
191,of_node_put,nx_powernv_probe_vas,dn,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int __init nx_powernv_probe_vas(struct device_node *pn) { int chip_id, vasid, ret = 0; int ct_842 = 0, ct_gzip = 0; struct device_node *dn; chip_id = of_get_ibm_chip_id(pn);"
192,of_node_put,__set_clk_parents,clkspec.np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int __set_clk_parents(struct device_node *node, bool clk_supplier) { struct of_phandle_args clkspec; int index, rc, num_parents; struct clk *clk, *pclk; num_parents = of_cou"
193,of_node_put,denali_dt_probe,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int denali_dt_probe(struct platform_device *pdev) { struct device *dev = &pdev->dev; struct denali_dt *dt; const struct denali_dt_data *data; struct denali_controller *denal
194,of_node_put,pm8xxx_mpp_probe,parent_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int pm8xxx_mpp_probe(struct platform_device *pdev) { struct pm8xxx_pin_data *pin_data; struct irq_domain *parent_domain; struct device_node *parent_node; struct pinctrl_pin_
195,of_node_put,cpuidle_cooling_register,cpu_node,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"void cpuidle_cooling_register(struct cpuidle_driver *drv) { struct device_node *cooling_node; struct device_node *cpu_node; int cpu, ret; for_each_cpu(cpu, drv->cpumask) { cpu_node"
196,of_node_put,edma_probe,tc_args.np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,"static int edma_probe(struct platform_device *pdev) { struct edma_soc_info *info = pdev->dev.platform_data; s8 (*queue_priority_mapping)[2]; const s16 (*reserved)[2]; int i, irq; c"
197,of_node_put,i2c_mux_pinctrl_parent_adapter,parent_np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static struct i2c_adapter *i2c_mux_pinctrl_parent_adapter(struct device *dev) { struct device_node *np = dev->of_node; struct device_node *parent_np; struct i2c_adapter *parent; pa
198,of_node_put,fsl_pq_mdio_probe,tbi,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int fsl_pq_mdio_probe(struct platform_device *pdev) { const struct fsl_pq_mdio_data *data; struct device_node *np = pdev->dev.of_node; struct resource res; struct device_nod
199,of_node_put,ep93xx_eth_probe,np,,deterministic_random_fill,defensive_code_context,contexts/of_node_put.json,static int ep93xx_eth_probe(struct platform_device *pdev) { struct net_device *dev; struct ep93xx_priv *ep; struct resource *mem; void __iomem *base_addr; struct device_node *np; u
0,clk_put,am33xx_pm_rtc_setup,rtc_fck,of_clk_get_by_name,paper_table_operation,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
1,clk_put,clk_mux_notifier_set_parent_test,new_parent,clk_hw_get_clk,paper_table_operation,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
2,clk_put,mps2_clockevent_init,clk,of_clk_get,paper_table_operation,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
3,clk_put,armada_xp_pmsu_cpufreq_init,clk,clk_get,paper_table_operation,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
4,clk_put,of_clk_get_parent_name,clk,of_clk_get_from_provider,paper_table_operation,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
5,clk_put,spear6xx_timer_init,gpt_clk,clk_get_sys,paper_table_operation,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
6,clk_put,nmk_gpio_populate_chip,clk,clk_get_optional,paper_table_operation,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
7,clk_put,j721e_calculate_rate_range,pll,clk_get_parent,paper_table_operation,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
8,clk_put,plat_time_init,clk,of_clk_get,deterministic_random_fill,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
9,clk_put,davinci_psc_genpd_attach_dev,clk,clk_get_sys,deterministic_random_fill,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
10,clk_put,propagate_rate,clkp,clk_get_sys,deterministic_random_fill,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
11,clk_put,_add_clkdev,r,clk_get_sys,deterministic_random_fill,historical_pattern,clk_put_deepseek_v3_2_model_DeepSeek-V3.2_ts20260204_125258.parsed.json,
12,clk_put,ohci_hcd_omap_probe,priv->usb_dc_ck,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int ohci_hcd_omap_probe(struct platform_device *pdev) { int retval, irq; struct usb_hcd *hcd = 0; struct ohci_omap_priv *priv; if (pdev->num_resources != 2) { dev_err(&pdev-"
13,clk_put,spear13xx_timer_init,gpt_clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"void __init spear13xx_timer_init(void) { char pclk_name[] = ""osc_24m_clk""; struct clk *gpt_clk, *pclk; spear13xx_clk_init(); /* get the system timer clock */ gpt_clk = clk_get_sys("
14,clk_put,imx_sgtl5000_probe,data->codec_clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int imx_sgtl5000_probe(struct platform_device *pdev) { struct device_node *np = pdev->dev.of_node; struct device_node *ssi_np, *codec_np; struct platform_device *ssi_pdev; s"
15,clk_put,mv_platform_probe,hpriv->clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static int mv_platform_probe(struct platform_device *pdev) { const struct mv_sata_platform_data *mv_platform_data; const struct mbus_dram_target_info *dram; const struct ata_port_i
16,clk_put,berlin2_clock_setup,clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,static void __init berlin2_clock_setup(struct device_node *np) { struct device_node *parent_np = of_get_parent(np); const char *parent_names[9]; struct clk *clk; struct clk_hw *hw;
17,clk_put,ingenic_ost_global_timer_init,ost->global_timer_clk,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static int __init ingenic_ost_global_timer_init(struct device_node *np, struct ingenic_ost *ost) { unsigned int channel = OST_CLK_GLOBAL_TIMER; struct clocksource *cs = &ost->cs; u"
18,clk_put,au1000_usb_init,c,,deterministic_random_fill,defensive_code_context,contexts/clk_put.json,"static inline int au1000_usb_init(unsigned long rb, int reg) { void __iomem *base = (void __iomem *)KSEG1ADDR(rb + reg); unsigned long r = __raw_readl(base); struct clk *c; /* 48MH"
